date_in,date_out,ticker,entry_px,exit_px,gross_ret,net_ret
2018-05-18,2018-06-01,GRASIM_S24,60.56999610758861,65.38061112071689,0.079422409150949,0.079422409150949
2018-05-18,2018-06-01,TCS_S1,88.05437960866848,92.69861046212841,0.05274275821486496,0.05274275821486496
2018-05-18,2018-06-01,BAJFINANCE_S132,73.08892603050015,75.96686903197322,0.03937591038445554,0.03937591038445554
2018-05-18,2018-06-01,NTPC_S21,85.27809214167313,88.21028564929074,0.03438390135119751,0.03438390135119751
2018-05-18,2018-06-01,AXISBANK_S68,104.35199061136386,112.51482159451685,0.07822400833304344,0.07822400833304344
2018-05-18,2018-06-01,ADANITRANS,98.20740974241475,110.0175556991339,0.12025717802450564,0.12025717802450564
2018-05-18,2018-06-01,HDFCBANK,94.2126899554996,97.02771419686451,0.0298794593668279,0.0298794593668279
2018-05-18,2018-06-01,PIDILITIND_S43,88.33723825539096,92.32999137206356,0.04519898058312832,0.04519898058312832
2018-05-18,2018-06-01,INDUSINDBK_S97,118.40943664522412,124.56599365003892,0.051993803697089946,0.051993803697089946
2018-05-18,2018-06-01,APOLLOHOSP_S92,87.90897474671085,90.51719422316317,0.02966954721025128,0.02966954721025128
2018-05-21,2018-06-04,GRASIM_S24,61.54464453908399,64.60635140501469,0.04974773822905676,0.04974773822905676
2018-05-21,2018-06-04,TCS_S1,87.1201932815255,92.74515921862499,0.06456558147113656,0.06456558147113656
2018-05-21,2018-06-04,BAJFINANCE_S132,74.99000223058137,75.11784620566802,0.001704813592264598,0.001704813592264598
2018-05-21,2018-06-04,NTPC_S21,85.39502206445671,87.49035402108113,0.02453693325405837,0.02453693325405837
2018-05-21,2018-06-04,AXISBANK_S68,103.67662993479277,114.16772327510274,0.10119053201197148,0.10119053201197148
2018-05-21,2018-06-04,ADANITRANS,101.01327493543614,110.56543958387276,0.09456345865968596,0.09456345865968596
2018-05-21,2018-06-04,INDUSINDBK_S97,115.96360083960232,123.07236036621192,0.061301645301979235,0.061301645301979235
2018-05-21,2018-06-04,APOLLOHOSP_S92,88.20774769124786,92.3677019288032,0.04716087131162627,0.04716087131162627
2018-05-21,2018-06-04,ASIANPAINT_S10,105.46108045285847,108.9893500388949,0.033455655592430356,0.033455655592430356
2018-05-21,2018-06-04,ADANIPORTS_S88,65.95283030347588,67.71077039073703,0.026654505639441828,0.026654505639441828
2018-05-22,2018-06-05,ASIANPAINT_S10,105.62687305049809,109.15518235115827,0.03340351937686692,0.03340351937686692
2018-05-22,2018-06-05,HINDUNILVR,105.7355840598248,108.47913103439961,0.025947243768214445,0.025947243768214445
2018-05-22,2018-06-05,NTPC_S21,84.20336136960174,89.00836357904261,0.05706425647724234,0.05706425647724234
2018-05-22,2018-06-05,ASIANPAINT_S124,96.4808859366678,102.08321516609823,0.05806672663752188,0.05806672663752188
